name,dob,tel
Simon Auma,1960-05-04,+256783074808
Babirye Nankya,1994-10-04,+256796576410
Nalubega Ochieng,1971-08-31,+256766714063
Ssekandi Walusimbi,1999-08-25,+256751284940
Victoria Nabirye,1984-03-08,+256779156628
Andrew Lubega,1967-03-23,+256394923304
Hellen Nakato,1978-08-19,+256312678376
Caroline Nankya,1969-10-06,+256760252408
Charles Nalugo,2003-05-14,+256795088664
Irene Mukasa,1988-02-06,+256752442333
Paul Nakato,1987-07-25,+256753514405
Faith Ochieng,1969-11-28,+256776348560
Rachel Adoch,1998-10-30,+256721457615
Joan Bbosa,1983-01-14,+256755977392
Brian Opio,1984-10-18,+256392886814
Tasha Tumusiime,1969-01-25,+256751475412
Tasha Wanyama,1967-03-16,+256318272134
Winnie Mukasa,1960-03-23,+256792462085
Lilian Namutebi,1980-03-20,+256317198004
Apio Kigozi,2004-11-23,+256769844188
Richard Ssebunya,2006-05-14,+256792999264
Okello Nankya,1962-01-30,+256759842965
Mary Nalwoga,1991-02-27,+256776797316
Caroline Nabukeera,1968-03-04,+256711690413
Paul Wanyama,1985-01-10,+256726225520
Mark Nalwoga,1970-08-17,+256713128751
Paul Walusimbi,1998-01-10,+256770854928
Betty Ochieng,1969-01-05,+256704021791
Sarah Nakato,1965-03-30,+256318476460
David Nalubowa,1978-02-02,+256742737297
Victoria Muwonge,1964-06-09,+256719976982
Okello Odongo,1962-11-28,+256711500981
Paul Nalukenge,1970-06-23,+256703520809
Samuel Nalubowa,2004-07-13,+256741794118
Akello Lubega,1997-03-23,+256719893423
Kato Adoch,1994-10-21,+256701760974
Naomi Kintu,1964-07-26,+256725952196
Grace Okumu,1985-07-23,+256794334737
Akello Ssempijja,1989-06-26,+256317829244
Kenneth Tumusiime,1966-11-29,+256760158135
Rachel Ssekandi,1990-04-18,+256747340862
Patience Tumusiime,1962-01-11,+256792779120
Faith Ssempijja,1999-10-20,+256782792865
Andrew Namukasa,2001-12-25,+256790058101
Patience Ssekandi,2001-12-24,+256390943518
Grace Kizza,1962-06-19,+256716970962
Hassan Walusimbi,2002-03-01,+256798589694
Namukasa Wanyama,1994-06-20,+256722177321
Betty Tumusiime,1977-10-04,+256758071883
Nakato Ssekandi,1963-08-14,+256785684926
Faith Byaruhanga,1960-08-16,+256787033433
Faith Okello,1992-11-12,+256724811637
Wasswa Nabirye,1962-10-28,+256767810164
Lydia Nambi,1986-04-20,+256702847369
Kevin Opio,1976-09-15,+256742264143
Simon Okumu,1963-05-31,+256722039130
Faith Bbosa,2000-11-24,+256776416055
Michael Nalukenge,1961-10-14,+256756684223
Naomi Ocen,1991-12-26,+256777423649
Joyce Nalubowa,1970-08-15,+256717330480
Babirye Nalubega,1972-09-28,+256749698307
David Tumusiime,1996-06-22,+256715399815
Sarah Ssebunya,1960-05-24,+256752435911
Kevin Wanyama,1992-08-26,+256780161836
Tasha Nambi,1974-01-16,+256708769144
Oliver Nalubowa,1970-02-03,+256753554778
Wasswa Ssekandi,1972-04-14,+256399029390
Babirye Kigozi,2005-02-28,+256759090387
Brian Okello,1987-01-16,+256713697541
Isaac Ssebunya,1961-05-21,+256717131766
Caroline Ochieng,1969-01-20,+256763835827
Sarah Nalukenge,1992-09-20,+256761195682
Oliver Kigozi,1996-04-08,+256796511820
Michael Walusimbi,1989-08-09,+256743877019
Faith Achieng,1968-05-20,+256745198557
Brian Tumusiime,1984-10-09,+256705466883
Mary Ochieng,2004-01-05,+256787056683
Apio Kizza,1970-12-20,+256799818157
Mark Muwonge,1990-03-25,+256767926540
Irene Atim,1966-11-07,+256761865074
Rachel Byaruhanga,1972-01-08,+256788265786
Ronald Nalugo,2004-08-27,+256749936731
Rachel Nalubega,1983-04-16,+256791651924
Babirye Adoch,1964-02-03,+256726314617
Joan Ssekandi,1994-05-23,+256317748721
Nancy Kigozi,1999-01-14,+256702575441
Timothy Lubega,2002-01-13,+256764700700
Rebecca Ssebunya,1999-08-12,+256720615362
Winnie Akello,1965-06-26,+256710458294
Hassan Nalubega,1994-06-22,+256797782032
Emmanuel Kirabo,1980-08-15,+256758064545
Kevin Byaruhanga,2003-08-30,+256781026789
Lilian Ssempijja,1961-06-06,+256765148854
Nancy Ssebunya,1987-01-25,+256727420570
Patience Lubega,1976-03-30,+256795441146
Joan Nalugo,1975-07-01,+256770835682
Tasha Opio,1996-02-20,+256764354696
Joseph Muwonge,2006-04-23,+256727564314
Victoria Nankya,1998-06-14,+256750766605
Amina Auma,1993-11-04,+256752283492
James Nalukenge,1966-01-24,+256313470776
Kevin Muwonge,1995-12-19,+256745675015
Oliver Namukasa,1992-02-17,+256787005644
Kevin Ssempijja,1998-09-08,+256392103533
Isaac Nakato,1996-06-18,+256797972255
Okello Nambi,2006-05-20,+256310506832
Hellen Ocen,1980-12-20,+256796599893
Oliver Asiimwe,1993-03-29,+256720965266
Amina Bbosa,1962-04-12,+256744357181
Nalubega Nabunya,1972-12-27,+256318805124
George Nankya,1967-07-09,+256783355691
Timothy Nambi,1960-10-16,+256767539211
Naomi Kirabo,1988-11-09,+256763218743
David Nalukenge,2004-11-15,+256777553636
Betty Kintu,1990-05-31,+256397774115
Joan Kizza,1966-11-27,+256764273006
Mark Ssempijja,1983-04-18,+256390463407
Andrew Akello,1996-02-08,+256723035462
Richard Akello,1976-03-03,+256727641043
Joseph Kirabo,1973-03-17,+256702953859
Grace Ssebunya,2001-09-12,+256781732875
Timothy Nabunya,1970-10-29,+256768222442
Timothy Kato,1965-02-17,+256781788584
Joyce Atim,1993-05-15,+256752644334
Moses Muwonge,1996-04-04,+256714847778
Lilian Mugisha,1993-08-16,+256399285500
Nakato Kizza,1960-09-14,+256721737538
Babirye Nabukeera,1976-10-16,+256749806519
Ruth Nankya,1961-03-31,+256703022966
Joseph Ocen,1995-08-30,+256714465106
Nakato Ssebunya,1965-06-07,+256758312366
Brian Ssebunya,2000-06-03,+256779166520
Nabukeera Akello,1967-03-19,+256780324249
Victoria Mugisha,1990-09-20,+256773255084
Nalubega Mugisha,1986-02-15,+256310180863
Kevin Nabukeera,1997-01-27,+256393326662
Mary Odongo,1993-10-18,+256783079287
Babirye Tumusiime,1999-07-11,+256393756028
Moses Auma,1998-11-13,+256729448951
Amina Atim,1979-12-11,+256749314828
Ruth Opio,1989-03-01,+256390545449
Joan Bbosa,1989-02-28,+256751021154
Ruth Nabunya,1980-03-04,+256713673938
Oliver Kato,2004-04-02,+256727751364
Wasswa Achieng,1974-05-12,+256729075100
Akello Kyeyune,1979-12-08,+256391977579
Paul Nalugo,1998-07-05,+256760801246
Nakato Kizza,1997-08-29,+256702104511
Lydia Asiimwe,1975-05-26,+256786629229
Faith Kirabo,1987-04-01,+256782788447
Hellen Okot,1983-10-03,+256763446190
Ronald Nalwoga,2000-08-10,+256399837893
Babirye Atim,1999-01-05,+256708483659
Susan Okot,1992-08-07,+256750046795
Joan Mugisha,1960-12-01,+256770364072
George Kato,1964-03-02,+256311732796
Tasha Ssebunya,1993-04-27,+256723123427
Joyce Mugisha,1985-01-27,+256753996275
George Mugisha,1980-03-14,+256759096839
Rebecca Wanyama,1982-03-08,+256722631966
Amina Kato,1981-12-13,+256742907712
Caroline Ochieng,1993-07-29,+256761128027
Rebecca Nakato,1970-03-08,+256315559713
Rachel Kigozi,1989-06-23,+256393795712
Lilian Opio,2005-03-29,+256310560195
Nancy Nalubowa,1978-09-03,+256799399638
Samuel Mukasa,1977-04-16,+256393248757
Babirye Mukasa,1995-05-11,+256724941615
Timothy Namukasa,1960-08-25,+256729933714
Rebecca Nalugo,1980-09-04,+256790447151
Nakato Odongo,1984-03-29,+256712119391
Kato Okumu,1965-02-28,+256712712746
Samuel Nabunya,1995-03-29,+256785592513
Nalubega Nakato,1970-07-30,+256762246423
Ssekandi Okot,1996-01-07,+256724072280
Andrew Lubega,1987-09-20,+256741262551
Moses Kato,1965-11-18,+256396236011
Joseph Nabunya,1984-01-23,+256706441289
George Akello,2000-03-15,+256311558716
Hellen Namukasa,1976-03-21,+256761640625
Esther Nalubowa,1980-07-20,+256777488318
Ronald Ssekandi,1995-12-15,+256718080202
Babirye Odongo,2002-06-23,+256727106026
Michael Nabirye,1995-10-06,+256762535788
Grace Ochieng,1962-04-12,+256756427269
Hassan Auma,1980-07-03,+256397142454
George Okumu,1974-03-16,+256700075656
Namukasa Odongo,1988-04-18,+256318943029
David Wanyama,1974-11-29,+256724537936
Rebecca Nalubowa,1980-08-28,+256711053518
Amina Otim,1968-06-10,+256765949632
Richard Namukasa,1969-01-01,+256753521264
Paul Mukasa,1964-06-05,+256391762739
Betty Okumu,2001-05-10,+256797409097
Mary Lubega,1971-05-19,+256312343065
Wasswa Namukasa,1973-10-03,+256764216521
Emmanuel Mukasa,1982-10-27,+256718417437
Oliver Atim,1969-10-26,+256315391124
Ruth Okello,1987-02-20,+256393025480
Betty Mugisha,1998-09-14,+256798105115
Nakato Nalugo,1977-10-15,+256786412315
Samuel Kato,1998-07-30,+256743933890
Rebecca Walusimbi,1965-02-16,+256761598449
Winnie Kintu,1986-01-01,+256725709174
David Ssempijja,1989-12-03,+256774612679
Apio Bbosa,1977-03-26,+256318446593
Tasha Otim,1999-03-24,+256792882262
Simon Nabukeera,1961-08-12,+256782264516
Simon Nalukenge,1971-03-30,+256794464844
Tasha Kato,1992-07-06,+256319806300
Wasswa Adoch,1988-08-10,+256753635731
Apio Okumu,1995-02-24,+256761344745
Joan Nabukeera,1976-06-20,+256729318890
Samuel Byaruhanga,1976-06-13,+256760144667
Joan Namutebi,2000-02-14,+256766807103
Susan Wanyama,1982-08-08,+256729268919
Francis Kato,1974-07-31,+256720213278
Francis Kigozi,1975-09-13,+256744589021
Apio Okello,1997-06-15,+256390192009
Nakato Nalubowa,1999-10-11,+256772856168
Susan Opio,1960-01-09,+256702254503
Akello Nakato,1992-05-31,+256755749403
Joseph Ssebunya,2002-10-24,+256773258224
Brian Kintu,1980-10-11,+256750659984
David Achieng,1979-09-14,+256391256129
Samuel Wanyama,1975-12-08,+256746219910
Paul Lubega,1968-05-26,+256722689758
Lilian Kyeyune,1960-07-08,+256719930203
Ssekandi Nalwoga,1972-11-17,+256707044283
Michael Mugisha,1988-09-27,+256788151269
Simon Tumusiime,1997-07-01,+256774714172
Timothy Namukasa,1995-01-26,+256707952427
Patience Ssempijja,1991-10-04,+256753663953
George Otim,1980-06-23,+256700247050
Julie Odongo,1998-01-03,+256782910245
Akello Kizza,1973-02-25,+256717460708
Kevin Wanyama,1996-10-24,+256741867709
Lydia Walusimbi,1983-03-27,+256710208554
Ssekandi Kizza,1986-11-19,+256751562856
Patience Byaruhanga,1994-11-27,+256723356275
Namukasa Kigozi,1970-06-08,+256764630877
Joseph Lubega,2002-02-25,+256747713605
Diana Nalubega,2002-10-04,+256316515624
Timothy Nalubowa,1978-09-12,+256770530933
Joseph Walusimbi,1964-01-14,+256754904273
Okello Ssebunya,2002-06-20,+256757190159
Grace Nabirye,1999-08-07,+256765707288
Nakato Okot,1976-12-08,+256701451944
Oliver Nabukeera,1963-09-11,+256725029469
Faith Ssekandi,1999-12-13,+256724815583
Tasha Odongo,1966-12-23,+256754472951
Lilian Odongo,1990-12-25,+256782822234
Apio Wanyama,2004-12-11,+256775624412
Mary Auma,1960-12-19,+256779606625
Wasswa Kigozi,1993-03-03,+256726021936
Nakato Namukasa,1997-07-02,+256746350181
Caroline Odongo,2001-12-13,+256799526438
Diana Kizza,1983-11-19,+256723319539
Ssekandi Okello,1990-05-28,+256710202801
Wasswa Asiimwe,1988-01-28,+256748403033
Joseph Achieng,1995-01-23,+256784494899
Peter Okumu,1961-06-08,+256753933516
Tasha Ssekandi,2002-10-15,+256709756807
Mary Ocen,1998-05-04,+256791302794
Betty Kirabo,1996-10-31,+256705112432
Lilian Lubega,2005-04-28,+256714925790
Moses Akello,2001-01-01,+256794394356
Richard Kyeyune,1967-05-22,+256706646785
Nakato Kirabo,1991-07-11,+256797572769
Namukasa Nankya,2001-12-05,+256774301799
Samuel Ssekandi,1996-04-03,+256726504517
Ronald Nankunda,1986-08-21,+256791126482
Ronald Ssempijja,1963-01-04,+256718715213
Victoria Nalukenge,1974-12-23,+256702502367
Amina Ssempijja,1987-08-21,+256391845435
Oliver Lubega,1994-07-18,+256760688028
Mark Nalubega,1996-12-14,+256704866331
Rachel Mugisha,1980-06-11,+256770558114
Moses Kizza,2005-09-06,+256747452557
Brian Opio,2003-05-03,+256743544590
Michael Akello,1961-12-30,+256317382505
Oliver Tumusiime,1972-03-02,+256777902122
Susan Nankya,2002-08-25,+256723077109
Tasha Achieng,1961-06-13,+256394717908
Charles Kirabo,2005-06-28,+256797585347
Kevin Nabirye,1989-07-23,+256775521328
Sarah Nalukenge,1978-05-31,+256310783342
Kevin Namutebi,1975-03-06,+256396957679
Samuel Nalukenge,1995-11-13,+256798450935
Okello Adoch,1988-12-11,+256705283356
George Namukasa,1972-06-20,+256705078183
David Nambi,1997-11-29,+256717640533
Wasswa Opio,1999-09-22,+256719144673
Simon Akello,1976-10-04,+256706830591
Simon Kato,1961-04-30,+256701169844
Nalubega Okumu,1975-11-28,+256783215485
Naomi Nalugo,1974-05-01,+256791343722
Faith Ochieng,1997-07-24,+256782013232
Tasha Ssekandi,2001-08-05,+256763423785
Ruth Okello,1997-12-09,+256717676266
Joan Opio,1986-03-11,+256754402585
Kevin Kintu,1981-01-11,+256720506789
Ssekandi Otim,1987-02-19,+256713983000
Hassan Kigozi,1992-03-09,+256310323425
Victoria Nalwoga,1994-02-15,+256397022049
Esther Walusimbi,1990-07-02,+256393013728
Julie Okello,1993-01-01,+256797368372
Joan Odongo,1980-10-24,+256758900345
Ruth Odongo,1982-01-04,+256798600498
Apio Nalubowa,1966-10-04,+256702461185
Hassan Nankya,2002-04-19,+256789039181
Sarah Adoch,1993-10-24,+256790093623
Michael Ssekandi,1970-03-21,+256314547956
Hellen Nakato,1969-03-27,+256768853402
Kato Okumu,1972-09-24,+256774237886
Francis Asiimwe,1960-02-18,+256318573194
Tasha Mugisha,1970-04-07,+256747529082
Mugisha Nabunya,1974-01-01,+256780912667
Caroline Auma,1964-04-19,+256775005378
Charles Adoch,1962-10-27,+256740521567
Winnie Kato,1996-01-28,+256791100417
Joan Nabunya,1997-03-13,+256728869982
Lydia Kigozi,1986-11-02,+256792916773
Samuel Nalwoga,1961-09-22,+256795473549
Diana Nabirye,1990-05-27,+256782471370
Lydia Kirabo,2001-11-21,+256393084503
Francis Ssebunya,1997-08-02,+256314623969
Timothy Okumu,1970-01-28,+256790036611
Babirye Tumusiime,1975-05-21,+256396457188
Simon Namukasa,1961-05-24,+256786813974
Diana Namukasa,1961-07-02,+256790555218
Winnie Nakato,1975-09-20,+256742014052
Naomi Nambi,1985-03-05,+256773265153
Peter Nabunya,1994-03-23,+256753663171
Lydia Nambi,1989-12-18,+256313085001
Namukasa Okello,1967-04-15,+256798129449
Ruth Kigozi,1972-10-16,+256720183744
Michael Nalubega,1979-04-14,+256752723047
Hellen Achieng,1974-01-05,+256770311508
Ronald Mukasa,1960-10-20,+256747692845
Nabukeera Odongo,2000-06-28,+256729249609
Mark Walusimbi,1993-10-18,+256770986479
Amina Namukasa,1986-05-06,+256317530609
Peter Namukasa,1987-08-30,+256746298714
Rebecca Ssekandi,1998-02-13,+256705904415
Samuel Achieng,1999-06-10,+256758409280
Naomi Nalwoga,1981-10-21,+256764670464
Nakato Nabirye,1973-03-05,+256774563021
Wasswa Kintu,2000-07-12,+256715910246
Diana Nalubega,1984-10-19,+256784173662
James Wanyama,1971-05-30,+256776897346
Caroline Kyeyune,1996-03-05,+256747178761
Susan Kigozi,1966-08-11,+256788874133
Hellen Namutebi,2003-06-23,+256726255103
Irene Nakato,1983-01-07,+256312922248
Sarah Nabukeera,1974-11-15,+256728798556
Joyce Namukasa,1960-12-29,+256779456906
Simon Ssebunya,2000-09-14,+256776995308
Susan Nabukeera,1976-12-19,+256399787943
Joyce Okumu,1973-11-04,+256766324261
Mark Akello,1988-10-05,+256399196625
Wasswa Opio,2006-03-07,+256798010436
Victoria Walusimbi,1976-10-20,+256788311973
Amina Namutebi,1970-11-22,+256767278431
Diana Nabukeera,1964-05-19,+256744274951
Namukasa Nabunya,1982-02-28,+256794218944
Julie Nabunya,1977-01-03,+256715492367
James Namukasa,1996-02-08,+256391419986
Amina Ssebunya,1985-12-24,+256700492091
Lydia Nankunda,2001-11-04,+256750833330
Nakato Walusimbi,1966-01-15,+256772462796
Babirye Mugisha,1985-07-02,+256753805556
Kevin Namutebi,1970-08-09,+256391186433
Diana Nalugo,2004-06-21,+256703424653
Namukasa Adoch,2002-03-04,+256762555266
Hellen Walusimbi,1999-01-02,+256720556534
Nakato Nankunda,1994-06-05,+256315489924
Ruth Nankunda,1972-02-24,+256752680477
Rachel Walusimbi,1973-07-29,+256750190530
Joseph Ssekandi,1990-03-21,+256708700499
George Okot,1998-04-10,+256740519762
Joyce Nambi,1995-12-12,+256771716391
Nalubega Atim,1963-01-17,+256729535918
Simon Atim,1971-10-25,+256316207931
Andrew Nankunda,1992-09-12,+256701429000
Victoria Walusimbi,1996-08-24,+256740046609
Mugisha Ssempijja,1998-08-19,+256771686177
Andrew Ochieng,1986-01-19,+256395590261
Mark Namutebi,2004-01-10,+256705194563
Patience Kato,1988-07-11,+256752021922
Michael Wanyama,2003-04-04,+256741217062
Babirye Opio,1968-09-11,+256315297381
Betty Okot,2004-06-26,+256700869559
Esther Okot,1991-05-14,+256742844715
Susan Achieng,1976-02-02,+256703787552
Oliver Asiimwe,1966-05-14,+256702459753
Diana Nalukenge,1977-05-07,+256393326518
Caroline Wanyama,1986-10-04,+256747711175
Babirye Namutebi,1984-09-04,+256724931213
Faith Nabunya,1960-01-03,+256784808537
Timothy Nalwoga,1999-10-29,+256758277581
Wasswa Namukasa,1980-03-24,+256796979033
Mugisha Okello,2002-03-16,+256761102077
Esther Nabunya,1966-05-25,+256775391404
Nabukeera Nalubowa,1992-01-20,+256780572371
Oliver Mukasa,1974-12-07,+256718108785
Rebecca Achieng,1984-01-16,+256799950390
Julie Nambi,1963-04-28,+256766434509
Faith Bbosa,2005-08-27,+256391231020
Rebecca Atim,1967-02-03,+256705776616
Namukasa Auma,1983-05-18,+256715384831
Michael Nalubega,1982-04-30,+256756583389
Nabukeera Opio,1964-03-16,+256391962483
Akello Nalukenge,1960-03-29,+256318252661
Amina Okumu,1982-01-20,+256704782453
Peter Namutebi,1970-07-08,+256705225807
Brian Mukasa,1973-06-03,+256794635400
Okello Atim,1962-03-01,+256721366250
Hellen Kyeyune,1995-04-26,+256313506540
Mark Nabirye,1993-05-08,+256720669504
Simon Ocen,1985-01-01,+256799306035
Michael Auma,1961-02-11,+256310353022
Peter Kato,1990-04-26,+256726572342
Nancy Nalubowa,1999-03-27,+256716411187
Wasswa Akello,1981-03-28,+256393466954
Irene Wanyama,1964-12-23,+256767004884
Paul Nambi,1961-11-08,+256747858829
Namukasa Nakato,1998-10-03,+256798509886
Charles Nabunya,2003-04-30,+256780714231
Caroline Ocen,1970-07-16,+256702821719
Emmanuel Nalubowa,1985-04-24,+256391554516
Francis Wanyama,1973-01-11,+256741323064
Grace Byaruhanga,1990-01-29,+256776351389
Faith Asiimwe,1964-03-21,+256794625093
Okello Opio,1981-08-14,+256762734843
Hassan Nabunya,1996-03-06,+256722001603
Winnie Ocen,1974-04-04,+256704953785
Peter Ssekandi,2002-03-14,+256720303490
Andrew Nalukenge,1984-06-16,+256310117615
Nancy Nalukenge,1965-02-01,+256764672721
Nabukeera Adoch,1977-08-24,+256792308320
Samuel Ssebunya,1985-12-13,+256717445611
Akello Walusimbi,1990-05-29,+256771231929
Moses Nankya,2003-08-05,+256749673391
Irene Nankya,1976-02-17,+256776848024
Oliver Nalugo,1993-09-22,+256745481399
Lilian Okello,1972-05-14,+256706095197
Ruth Atim,1987-01-08,+256771236018
Ronald Okot,2000-03-24,+256702176673
Nabukeera Kyeyune,2006-05-17,+256703625251
Rachel Nakato,1995-04-16,+256770812330
Simon Opio,1981-05-31,+256740696757
Ronald Mugisha,1971-08-06,+256770140319
Lydia Adoch,1998-06-25,+256791471865
Joyce Atim,1970-10-29,+256750134457
Hellen Mugisha,1970-08-11,+256703629844
Okello Mukasa,1962-08-02,+256720984860
Irene Nalwoga,1983-07-13,+256726120940
Oliver Wanyama,2001-04-10,+256762652135
Winnie Nalubowa,1992-11-22,+256769536567
George Kirabo,1976-09-29,+256741880959
David Walusimbi,1998-08-11,+256770698939
Wasswa Lubega,1991-04-18,+256702232174
Michael Otim,1983-02-16,+256784953905
Nalubega Namukasa,1963-12-07,+256759907547
Ruth Muwonge,1985-04-03,+256764795431
Lilian Nabirye,1968-02-15,+256755526040
Brian Adoch,1970-11-01,+256719352256
Sarah Bbosa,1991-06-08,+256799986519
Nancy Kigozi,1989-08-15,+256793546055
Joan Kato,1993-04-13,+256776813972
Betty Walusimbi,2004-05-30,+256722069435
Oliver Nankya,1994-01-30,+256705283100
Okello Nankya,1969-03-14,+256703938178
Paul Atim,1997-12-14,+256772341088
Amina Kigozi,2000-04-09,+256707510236
Samuel Nankya,1996-06-07,+256312588109
Julie Bbosa,1965-08-22,+256702199188
Ronald Nalwoga,1966-05-15,+256768455177
Naomi Okello,1966-02-01,+256763339467
Naomi Adoch,1968-02-02,+256783865461
Okello Byaruhanga,1988-05-08,+256778339122
Rebecca Ssempijja,1999-06-24,+256770905442
Ronald Namukasa,1976-01-30,+256391037475
Esther Akello,1982-01-02,+256755070445
Paul Auma,1983-10-21,+256395476037
Ssekandi Nambi,1992-10-11,+256706297767
Naomi Otim,2001-12-11,+256741628628
